number,ticker,cap,name,industry,sector
1630,ICG,258.33M,Intchains Group Limited,Semiconductors,Technology
1631,OB,258.18M,Outbrain Inc.,Internet Content & Information,Communication Services
1632,BTOC,257.30M,Armlogi Holding Corp.,Integrated Freight & Logistics,Industrials
1633,OPBK,257.13M,OP Bancorp,Banks - Regional,Financials
1634,TTEC,256.30M,"TTEC Holdings, Inc.",Information Technology Services,Technology
1635,ESOA,255.69M,Energy Services of America Corporation,Engineering & Construction,Industrials
1636,TCRX,255.40M,"TScan Therapeutics, Inc.",Biotechnology,Healthcare
1637,LYEL,254.90M,"Lyell Immunopharma, Inc.",Biotechnology,Healthcare
1638,BPRN,254.58M,"Princeton Bancorp, Inc.",Banks - Regional,Financials
1639,PSNL,254.33M,"Personalis, Inc.",Diagnostics & Research,Healthcare
1640,BACQ,254.21M,Bleichroeder Acquisition Corp. I,Shell Companies,Financials
1641,SBT,253.72M,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,Financials
1642,MODV,253.68M,ModivCare Inc.,Medical Care Facilities,Healthcare
1643,FVCB,253.04M,"FVCBankcorp, Inc.",Banks - Regional,Financials
1644,PGHL,252.96M,Primega Group Holdings Limited,Engineering & Construction,Industrials
1645,ILPT,252.01M,Industrial Logistics Properties Trust,REIT - Industrial,Real Estate
1646,ANIK,251.90M,"Anika Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
1647,NWFL,251.89M,Norwood Financial Corp.,Banks - Regional,Financials
1648,MBCN,251.65M,Middlefield Banc Corp.,Banks - Regional,Financials
1649,BMEA,251.13M,"Biomea Fusion, Inc.",Biotechnology,Healthcare
1650,SAMG,250.40M,Silvercrest Asset Management Group Inc.,Asset Management,Financials
1651,CHMG,249.63M,Chemung Financial Corporation,Banks - Regional,Financials
1652,ZNTL,249.43M,"Zentalis Pharmaceuticals, Inc.",Biotechnology,Healthcare
1653,LCNB,248.77M,LCNB Corp.,Banks - Regional,Financials
1654,TVGN,248.57M,Tevogen Bio Holdings Inc.,Biotechnology,Healthcare
1655,CFFI,247.78M,C&F Financial Corporation,Banks - Regional,Financials
1656,PFMT,247.40M,Performant Financial Corporation,Specialty Business Services,Industrials
1657,MRSN,247.07M,"Mersana Therapeutics, Inc.",Biotechnology,Healthcare
1658,PLL,246.13M,Piedmont Lithium Inc.,Other Industrial Metals & Mining,Materials
1659,AENT,246.12M,Alliance Entertainment Holding Corporation,Entertainment,Communication Services
1660,SMID,245.98M,Smith-Midland Corporation,Building Materials,Materials
1661,HLXB,244.96M,Helix Acquisition Corp. II,Shell Companies,Financials
1662,WHF,243.36M,"WhiteHorse Finance, Inc.",Asset Management,Financials
1663,TATT,242.77M,TAT Technologies Ltd.,Aerospace & Defense,Industrials
1664,TBRG,242.51M,"TruBridge, Inc.",Health Information Services,Healthcare
1665,FRGT,239.58M,"Freight Technologies, Inc.",Software - Application,Technology
1666,ELDN,239.55M,"Eledon Pharmaceuticals, Inc.",Biotechnology,Healthcare
1667,ISTR,239.42M,Investar Holding Corporation,Banks - Regional,Financials
1668,LXEO,239.07M,"Lexeo Therapeutics, Inc.",Biotechnology,Healthcare
1669,FINW,238.46M,FinWise Bancorp,Banks - Regional,Financials
1670,ACB,237.21M,Aurora Cannabis Inc.,Drug Manufacturers - Specialty & Generic,Healthcare
1671,NEGG,235.86M,"Newegg Commerce, Inc.",Internet Retail,Consumer Discretionary
1672,BNTC,235.65M,Benitec Biopharma Inc.,Biotechnology,Healthcare
1673,PWOD,235.31M,"Penns Woods Bancorp, Inc.",Banks - Regional,Financials
1674,TNYA,234.49M,"Tenaya Therapeutics, Inc.",Biotechnology,Healthcare
1675,SLDB,234.13M,Solid Biosciences Inc.,Biotechnology,Healthcare
1676,HPAI,233.94M,Helport AI Limited,Software - Infrastructure,Technology
1677,MVST,233.86M,"Microvast Holdings, Inc.",Electrical Equipment & Parts,Industrials
1678,BLFY,233.45M,Blue Foundry Bancorp,Banks - Regional,Financials
1679,TLS,233.07M,Telos Corporation,Software - Infrastructure,Technology
1680,INGN,232.94M,"Inogen, Inc.",Medical Devices,Healthcare
1681,BCBP,231.00M,"BCB Bancorp, Inc.",Banks - Regional,Financials
1682,BTMD,230.36M,biote Corp.,Medical Care Facilities,Healthcare
1683,TZOO,230.30M,Travelzoo,Advertising Agencies,Communication Services
1684,FUNC,229.57M,First United Corporation,Banks - Regional,Financials
1685,VABK,228.32M,Virginia National Bankshares Corporation,Banks - Regional,Financials
1686,IRBT,227.66M,iRobot Corporation,"Furnishings, Fixtures & Appliances",Consumer Discretionary
1687,CPSS,227.11M,"Consumer Portfolio Services, Inc.",Credit Services,Financials
1688,OACC,226.92M,Oaktree Acquisition Corp. III Life Sciences,Shell Companies,Financials
1689,SVCO,226.57M,"Silvaco Group, Inc.",Software - Application,Technology
1690,SFHG,225.94M,Samfine Creation Holdings Group Limited,Specialty Business Services,Industrials
1691,MYPS,225.68M,"PLAYSTUDIOS, Inc.",Electronic Gaming & Multimedia,Communication Services
1692,TRVI,224.45M,"Trevi Therapeutics, Inc.",Biotechnology,Healthcare
1693,UTMD,223.75M,"Utah Medical Products, Inc.",Medical Instruments & Supplies,Healthcare
1694,ACRV,222.94M,"Acrivon Therapeutics, Inc.",Biotechnology,Healthcare
1695,HMST,222.52M,"HomeStreet, Inc.",Banks - Regional,Financials
1696,IVA,222.28M,Inventiva S.A.,Biotechnology,Healthcare
1697,HWBK,221.62M,"Hawthorn Bancshares, Inc.",Banks - Regional,Financials
1698,KYTX,220.61M,"Kyverna Therapeutics, Inc.",Biotechnology,Healthcare
1699,RGCO,218.68M,"RGC Resources, Inc.",Utilities - Regulated Gas,Utilities
1700,CRBP,218.62M,"Corbus Pharmaceuticals Holdings, Inc.",Biotechnology,Healthcare
1701,AMRN,217.60M,Amarin Corporation plc,Drug Manufacturers - General,Healthcare
1702,ARQQ,217.46M,Arqit Quantum Inc.,Software - Infrastructure,Technology
1703,MACI,217.30M,Melar Acquisition Corp. I,Shell Companies,Financials
1704,HQI,217.28M,"HireQuest, Inc.",Staffing & Employment Services,Industrials
1705,AILE,216.00M,"iLearningEngines, Inc.",Software - Infrastructure,Technology
1706,ESCA,215.93M,"Escalade, Incorporated",Leisure,Consumer Discretionary
1707,LNZA,215.58M,"LanzaTech Global, Inc.",Waste Management,Industrials
1708,SERA,215.47M,"Sera Prognostics, Inc.",Medical Devices,Healthcare
1709,STRO,215.22M,"Sutro Biopharma, Inc.",Biotechnology,Healthcare
1710,DYNX,215.14M,Dynamix Corporation,Shell Companies,Financials
1711,INBX,215.11M,"Inhibrx Biosciences, Inc.",Biotechnology,Healthcare
1712,MVIS,214.62M,"MicroVision, Inc.",Scientific & Technical Instruments,Technology
1713,MAPS,214.45M,"WM Technology, Inc.",Software - Application,Technology
1714,GNFT,214.31M,Genfit S.A.,Biotechnology,Healthcare
1715,STRS,213.64M,Stratus Properties Inc.,Real Estate - Diversified,Real Estate
1716,HITI,213.40M,High Tide Inc.,Pharmaceutical Retailers,Healthcare
1717,PESI,213.04M,"Perma-Fix Environmental Services, Inc.",Waste Management,Industrials
1718,FCEL,212.72M,"FuelCell Energy, Inc.",Electrical Equipment & Parts,Industrials
1719,FXNC,212.24M,First National Corporation,Banks - Regional,Financials
1720,MOLN,211.86M,Molecular Partners AG,Biotechnology,Healthcare
1721,OBIO,211.74M,"Orchestra BioMed Holdings, Inc.",Biotechnology,Healthcare
1722,AFCG,211.18M,Advanced Flower Capital Inc.,REIT - Mortgage,Real Estate
1723,MYFW,210.77M,"First Western Financial, Inc.",Banks - Regional,Financials
1724,KVAC,210.51M,Keen Vision Acquisition Corporation,Shell Companies,Financials
1725,GASS,210.42M,StealthGas Inc.,Marine Shipping,Industrials
1726,MFIN,209.93M,Medallion Financial Corp.,Credit Services,Financials
1727,NTWO,209.31M,Newbury Street II Acquisition Corporation,Shell Companies,Financials
1728,SOPH,209.28M,SOPHiA GENETICS SA,Health Information Services,Healthcare
1729,SLDP,209.25M,"Solid Power, Inc.",Auto Parts,Consumer Discretionary
1730,XBIT,209.12M,XBiotech Inc.,Biotechnology,Healthcare
1731,FFNW,208.70M,"First Financial Northwest, Inc.",Banks - Regional,Financials
1732,IVCB,207.54M,Investcorp Europe Acquisition Corp I,Shell Companies,Financials
1733,AVNW,207.49M,"Aviat Networks, Inc.",Communication Equipment,Technology
1734,SANG,207.32M,Sangoma Technologies Corporation,Software - Infrastructure,Technology
1735,CLYM,207.05M,"Climb Bio, Inc.",Biotechnology,Healthcare
1736,SAVA,206.63M,"Cassava Sciences, Inc.",Biotechnology,Healthcare
1737,OKUR,206.49M,"OnKure Therapeutics, Inc.",Biotechnology,Healthcare
1738,MGNX,206.49M,"MacroGenics, Inc.",Biotechnology,Healthcare
1739,CMPX,206.38M,"Compass Therapeutics, Inc.",Biotechnology,Healthcare
1740,AMTX,205.90M,"Aemetis, Inc.",Oil & Gas Refining & Marketing,Energy
1741,CDLX,204.31M,"Cardlytics, Inc.",Advertising Agencies,Communication Services
1742,ARAY,204.15M,Accuray Incorporated,Medical Devices,Healthcare
1743,PLCE,203.87M,"The Children's Place, Inc.",Apparel Manufacturing,Consumer Discretionary
1744,WILC,203.85M,G. Willi-Food International Ltd.,Food Distribution,Consumer Staples
1745,RELL,203.34M,"Richardson Electronics, Ltd.",Electronic Components,Technology
1746,NKSH,203.28M,"National Bankshares, Inc.",Banks - Regional,Financials
1747,VSTA,202.83M,Vasta Platform Limited,Education & Training Services,Consumer Staples
1748,SGHT,202.00M,"Sight Sciences, Inc.",Medical Devices,Healthcare
1749,ALCO,201.93M,"Alico, Inc.",Farm Products,Consumer Staples
1750,FSFG,201.54M,"First Savings Financial Group, Inc.",Banks - Regional,Financials
1751,HOFT,201.26M,Hooker Furnishings Corporation,"Furnishings, Fixtures & Appliances",Consumer Discretionary
1752,NKTR,201.06M,Nektar Therapeutics,Biotechnology,Healthcare
1753,RMBL,200.91M,"RumbleOn, Inc.",Auto & Truck Dealerships,Consumer Discretionary
1754,ZURA,199.80M,Zura Bio Limited,Biotechnology,Healthcare
1755,BETR,198.92M,Better Home & Finance Holding Company,Mortgage Finance,Financials
1756,PROP,198.53M,Prairie Operating Co.,Oil & Gas Exploration & Production,Energy
1757,DMAC,197.55M,DiaMedica Therapeutics Inc.,Biotechnology,Healthcare
1758,NNBR,197.29M,"NN, Inc.",Conglomerates,Industrials
1759,CKPT,196.79M,"Checkpoint Therapeutics, Inc.",Biotechnology,Healthcare
1760,TSSI,196.60M,"TSS, Inc.",Information Technology Services,Technology
1761,EDIT,196.46M,"Editas Medicine, Inc.",Biotechnology,Healthcare
1762,QSI,195.52M,Quantum-Si incorporated,Medical Devices,Healthcare
1763,WNEB,195.50M,"Western New England Bancorp, Inc.",Banks - Regional,Financials
1764,SWKH,195.12M,SWK Holdings Corporation,Asset Management,Financials
1765,FCCO,194.99M,First Community Corporation,Banks - Regional,Financials
1766,BCOV,194.99M,Brightcove Inc.,Software - Application,Technology
1767,ESSA,194.82M,"ESSA Bancorp, Inc.",Banks - Regional,Financials
1768,SEVN,194.63M,Seven Hills Realty Trust,REIT - Mortgage,Real Estate
1769,GHIX,193.85M,"Gores Holdings IX, Inc.",Shell Companies,Financials
1770,PVBC,193.71M,"Provident Bancorp, Inc.",Banks - Regional,Financials
1771,BDSX,193.47M,"Biodesix, Inc.",Diagnostics & Research,Healthcare
1772,TSVT,193.46M,"2seventy bio, Inc.",Biotechnology,Healthcare
1773,GPRO,193.45M,"GoPro, Inc.",Consumer Electronics,Technology
1774,ATOM,192.81M,Atomera Incorporated,Semiconductor Equipment & Materials,Technology
1775,BVFL,192.57M,"BV Financial, Inc.",Banks - Regional,Financials
1776,ENTA,190.91M,"Enanta Pharmaceuticals, Inc.",Biotechnology,Healthcare
1777,RTC,190.09M,Baijiayun Group Ltd,Software - Application,Technology
1778,HFFG,189.33M,HF Foods Group Inc.,Food Distribution,Consumer Staples
1779,BSII,188.38M,Black Spade Acquisition II Co,Shell Companies,Financials
1780,INSG,188.28M,Inseego Corp.,Communication Equipment,Technology
1781,PAYS,187.42M,"Paysign, Inc.",Software - Infrastructure,Technology
1782,BWAY,187.17M,BrainsWay Ltd.,Medical Devices,Healthcare
1783,MDWD,186.99M,MediWound Ltd.,Biotechnology,Healthcare
1784,PROF,186.93M,Profound Medical Corp.,Medical Devices,Healthcare
1785,LOGC,186.36M,ContextLogic Inc.,Internet Retail,Consumer Discretionary
1786,RMNI,186.22M,"Rimini Street, Inc.",Software - Application,Technology
1787,NUTX,186.05M,Nutex Health Inc.,Health Information Services,Healthcare
1788,NEOV,185.82M,NeoVolta Inc.,Electrical Equipment & Parts,Industrials
1789,FULC,185.55M,"Fulcrum Therapeutics, Inc.",Biotechnology,Healthcare
1790,KINS,185.48M,"Kingstone Companies, Inc.",Insurance - Property & Casualty,Financials
1791,RDCM,184.81M,RADCOM Ltd.,Telecom Services,Communication Services
1792,CLLS,184.68M,Cellectis S.A.,Biotechnology,Healthcare
1793,MRCC,183.95M,Monroe Capital Corporation,Asset Management,Financials
1794,EM,183.31M,Smart Share Global Limited,Personal Services,Consumer Discretionary
1795,GLSI,183.24M,"Greenwich LifeSciences, Inc.",Biotechnology,Healthcare
1796,QRTEB,183.14M,"Qurate Retail, Inc.",Internet Retail,Consumer Discretionary
1797,CRBU,182.92M,"Caribou Biosciences, Inc.",Biotechnology,Healthcare
1798,NKTX,182.77M,"Nkarta, Inc.",Biotechnology,Healthcare
1799,RAIL,182.33M,"FreightCar America, Inc.",Railroads,Industrials
1800,TDUP,182.01M,ThredUp Inc.,Internet Retail,Consumer Discretionary
1801,OXSQ,181.27M,Oxford Square Capital Corp.,Asset Management,Financials
1802,TCX,180.59M,Tucows Inc.,Software - Infrastructure,Technology
1803,CSPI,180.53M,CSP Inc.,Information Technology Services,Technology
1804,MRBK,180.50M,Meridian Corporation,Banks - Regional,Financials
1805,YXT,179.63M,YXT.COM Group Holding Limited,Software - Application,Technology
1806,JYNT,179.05M,The Joint Corp.,Medical Care Facilities,Healthcare
1807,CFBK,178.82M,CF Bankshares Inc.,Banks - Regional,Financials
1808,ACTU,178.71M,"Actuate Therapeutics, Inc.",Biotechnology,Healthcare
1809,ADAP,178.38M,Adaptimmune Therapeutics plc,Biotechnology,Healthcare
1810,SSP,178.26M,The E.W. Scripps Company,Broadcasting,Communication Services
1811,ORGN,177.63M,"Origin Materials, Inc.",Chemicals,Materials
1812,CLAR,177.62M,Clarus Corporation,Leisure,Consumer Discretionary
1813,AZI,177.42M,Autozi Internet Technology (Global) Ltd.,Auto Parts,Consumer Discretionary
1814,RILY,176.92M,"B. Riley Financial, Inc.",Financial Conglomerates,Financials
1815,ALLT,176.92M,Allot Ltd.,Software - Infrastructure,Technology
1816,DRTS,176.87M,Alpha Tau Medical Ltd.,Biotechnology,Healthcare
1817,RCMT,176.86M,"RCM Technologies, Inc.",Conglomerates,Industrials
1818,SKIN,176.25M,The Beauty Health Company,Household & Personal Products,Consumer Staples
1819,YIBO,175.65M,Planet Image International Limited,Computer Hardware,Technology
1820,III,175.19M,"Information Services Group, Inc.",Information Technology Services,Technology
1821,FLL,174.80M,"Full House Resorts, Inc.",Resorts & Casinos,Consumer Discretionary
1822,VSTM,174.02M,"Verastem, Inc.",Biotechnology,Healthcare
1823,EML,173.87M,The Eastern Company,Tools & Accessories,Industrials
1824,BRKH,173.46M,BurTech Acquisition Corp.,Shell Companies,Financials
1825,HRTX,173.39M,"Heron Therapeutics, Inc.",Biotechnology,Healthcare
1826,SPKL,173.25M,Spark I Acquisition Corporation,Shell Companies,Financials
1827,LFVN,173.22M,LifeVantage Corporation,Packaged Foods,Consumer Staples
1828,AZ,173.08M,A2Z Cust2Mate Solutions Corp.,Software - Application,Technology
1829,SKGR,172.49M,SK Growth Opportunities Corporation,Shell Companies,Financials
1830,QRTEA,172.28M,"Qurate Retail, Inc.",Internet Retail,Consumer Discretionary
1831,VOXX,171.94M,VOXX International Corporation,Consumer Electronics,Technology
1832,HNVR,171.37M,"Hanover Bancorp, Inc.",Banks - Regional,Financials
1833,TIL,170.78M,"Instil Bio, Inc.",Biotechnology,Healthcare
1834,TROO,170.68M,"TROOPS, Inc.",Software - Application,Technology
1835,SCPH,170.64M,scPharmaceuticals Inc.,Biotechnology,Healthcare
1836,BRLT,170.49M,"Brilliant Earth Group, Inc.",Luxury Goods,Consumer Discretionary
1837,GALT,170.08M,Galectin Therapeutics Inc.,Biotechnology,Healthcare
1838,INZY,169.59M,"Inozyme Pharma, Inc.",Biotechnology,Healthcare
1839,RCKY,169.13M,"Rocky Brands, Inc.",Footwear & Accessories,Consumer Discretionary
1840,JRVR,168.72M,"James River Group Holdings, Ltd.",Insurance - Specialty,Financials
1841,TWIN,168.26M,"Twin Disc, Incorporated",Specialty Industrial Machinery,Industrials
1842,TSAT,168.16M,Telesat Corporation,Communication Equipment,Technology
1843,UBFO,168.03M,United Security Bancshares,Banks - Regional,Financials
1844,KRMD,167.83M,"KORU Medical Systems, Inc.",Medical Instruments & Supplies,Healthcare
1845,GNSS,167.71M,Genasys Inc.,Scientific & Technical Instruments,Technology
1846,FGBI,167.56M,"First Guaranty Bancshares, Inc.",Banks - Regional,Financials
1847,MKTW,167.35M,"MarketWise, Inc.",Financial Data & Stock Exchanges,Financials
1848,SHIP,166.99M,Seanergy Maritime Holdings Corp.,Marine Shipping,Industrials
1849,OGI,166.90M,Organigram Holdings Inc.,Drug Manufacturers - Specialty & Generic,Healthcare
1850,PEBK,166.54M,"Peoples Bancorp of North Carolina, Inc.",Banks - Regional,Financials
1851,STRT,165.75M,Strattec Security Corporation,Auto Parts,Consumer Discretionary
1852,VUZI,165.63M,Vuzix Corporation,Consumer Electronics,Technology
1853,KOPN,165.55M,Kopin Corporation,Electronic Components,Technology
1854,NBTX,165.49M,Nanobiotix S.A.,Biotechnology,Healthcare
1855,MHLD,165.04M,"Maiden Holdings, Ltd.",Insurance - Reinsurance,Financials
1856,SSTI,164.66M,"SoundThinking, Inc.",Software - Application,Technology
1857,TUSK,164.60M,"Mammoth Energy Services, Inc.",Conglomerates,Industrials
1858,CZWI,164.56M,"Citizens Community Bancorp, Inc.",Banks - Regional,Financials
1859,BLNK,163.90M,Blink Charging Co.,Engineering & Construction,Industrials
1860,FLD,163.22M,FTAC Emerald Acquisition Corp.,Shell Companies,Financials
1861,CTRN,162.48M,"Citi Trends, Inc.",Apparel Retail,Consumer Discretionary
1862,EHTH,161.50M,"eHealth, Inc.",Insurance Brokers,Financials
1863,BZFD,161.12M,"BuzzFeed, Inc.",Internet Content & Information,Communication Services
1864,ATOS,161.03M,"Atossa Therapeutics, Inc.",Biotechnology,Healthcare
1865,BFIN,160.74M,BankFinancial Corporation,Banks - Regional,Financials
1866,LAKE,159.84M,"Lakeland Industries, Inc.",Apparel Manufacturing,Consumer Discretionary
1867,PDEX,159.71M,"Pro-Dex, Inc.",Medical Instruments & Supplies,Healthcare
1868,MMLP,159.20M,Martin Midstream Partners L.P.,Oil & Gas Midstream,Energy
1869,BOOM,159.01M,DMC Global Inc.,Conglomerates,Industrials
1870,SGMT,158.72M,Sagimet Biosciences Inc.,Biotechnology,Healthcare
1871,GOSS,158.44M,"Gossamer Bio, Inc.",Biotechnology,Healthcare
1872,IBAC,158.44M,IB Acquisition Corp.,Shell Companies,Financials
1873,VRA,157.50M,"Vera Bradley, Inc.",Footwear & Accessories,Consumer Discretionary
1874,IKT,157.23M,"Inhibikase Therapeutics, Inc.",Biotechnology,Healthcare
1875,CADL,157.18M,"Candel Therapeutics, Inc.",Biotechnology,Healthcare
1876,FTLF,156.89M,"FitLife Brands, Inc.",Packaged Foods,Consumer Staples
1877,ATLO,156.73M,Ames National Corporation,Banks - Regional,Financials
1878,ESHA,156.30M,ESH Acquisition Corp.,Shell Companies,Financials
1879,ADUR,156.19M,Aduro Clean Technologies Inc.,Pollution & Treatment Controls,Industrials
1880,ARBE,156.16M,Arbe Robotics Ltd.,Software - Infrastructure,Technology
1881,CHSN,155.62M,Chanson International Holding,Restaurants,Consumer Discretionary
1882,PTMN,155.61M,Portman Ridge Finance Corporation,Asset Management,Financials
1883,FENC,155.27M,Fennec Pharmaceuticals Inc.,Biotechnology,Healthcare
1884,ACHV,155.10M,"Achieve Life Sciences, Inc.",Biotechnology,Healthcare
1885,APPS,154.55M,"Digital Turbine, Inc.",Software - Application,Technology
1886,EUDA,154.50M,EUDA Health Holdings Limited,Health Information Services,Healthcare
1887,CBFV,154.27M,"CB Financial Services, Inc.",Banks - Regional,Financials
1888,AMLI,154.03M,American Lithium Corp.,Other Industrial Metals & Mining,Materials
1889,HCVI,154.02M,Hennessy Capital Investment Corp. VI,Shell Companies,Financials
1890,POWW,153.20M,"AMMO, Inc.",Aerospace & Defense,Industrials
1891,RFAI,152.68M,RF Acquisition Corp II,Shell Companies,Financials
1892,UEIC,152.43M,Universal Electronics Inc.,Consumer Electronics,Technology
1893,EGAN,152.32M,eGain Corporation,Software - Application,Technology
1894,GAUZ,151.23M,Gauzy Ltd.,Aerospace & Defense,Industrials
1895,MCRB,151.14M,"Seres Therapeutics, Inc.",Biotechnology,Healthcare
1896,RENE,151.06M,Cartesian Growth Corporation II,Shell Companies,Financials
1897,WLAC,149.87M,Willow Lane Acquisition Corp.,Shell Companies,Financials
1898,HURC,149.56M,"Hurco Companies, Inc.",Specialty Industrial Machinery,Industrials
1899,TDTH,149.42M,Trident Digital Tech Holdings Ltd,Information Technology Services,Technology
1900,BZUN,149.39M,Baozun Inc.,Internet Retail,Consumer Discretionary
1901,USGO,149.09M,U.S. GoldMining Inc.,Other Industrial Metals & Mining,Materials
1902,BANX,148.50M,ArrowMark Financial Corp.,Asset Management,Financials
1903,QRHC,148.44M,Quest Resource Holding Corporation,Waste Management,Industrials
1904,STHO,148.38M,Star Holdings,Real Estate Services,Real Estate
1905,ZJYL,148.31M,Jin Medical International Ltd.,Medical Instruments & Supplies,Healthcare
1906,PBYI,148.24M,"Puma Biotechnology, Inc.",Biotechnology,Healthcare
1907,FRAF,147.79M,Franklin Financial Services Corporation,Banks - Regional,Financials
1908,SCWO,147.24M,374Water Inc.,Pollution & Treatment Controls,Industrials
1909,BAER,146.47M,"Bridger Aerospace Group Holdings, Inc.",Security & Protection Services,Industrials
1910,GAIA,146.26M,"Gaia, Inc.",Entertainment,Communication Services
1911,PEPG,146.03M,PepGen Inc.,Biotechnology,Healthcare
1912,TAYD,145.85M,"Taylor Devices, Inc.",Specialty Industrial Machinery,Industrials
1913,CSTE,145.75M,Caesarstone Ltd.,Building Products & Equipment,Industrials
1914,VTYX,145.66M,"Ventyx Biosciences, Inc.",Biotechnology,Healthcare
1915,BROG,144.66M,Brooge Energy Limited,Oil & Gas Midstream,Energy
1916,ISRL,144.55M,Israel Acquisitions Corp,Shell Companies,Financials
1917,KGEI,143.96M,Kolibri Global Energy Inc.,Oil & Gas Exploration & Production,Energy
1918,AHG,143.91M,Akso Health Group,Medical Distribution,Healthcare
1919,SRTS,143.90M,"Sensus Healthcare, Inc.",Medical Devices,Healthcare
1920,ELUT,143.78M,Elutia Inc.,Medical Devices,Healthcare
1921,PROC,143.29M,Procaps Group S.A.,Drug Manufacturers - Specialty & Generic,Healthcare
1922,RMBI,142.82M,"Richmond Mutual Bancorporation, Inc.",Banks - Regional,Financials
1923,QSG,142.61M,QuantaSing Group Limited,Education & Training Services,Consumer Staples
1924,GGR,142.43M,Gogoro Inc.,Auto Manufacturers,Consumer Discretionary
1925,THCH,142.20M,TH International Limited,Restaurants,Consumer Discretionary
1926,BDTX,142.03M,"Black Diamond Therapeutics, Inc.",Biotechnology,Healthcare
1927,ABOS,141.79M,"Acumen Pharmaceuticals, Inc.",Biotechnology,Healthcare
1928,ORIS,141.76M,Oriental Rise Holdings Limited,Packaged Foods,Consumer Staples
1929,CXDO,141.47M,"Crexendo, Inc.",Telecom Services,Communication Services
1930,UNB,141.30M,"Union Bankshares, Inc.",Banks - Regional,Financials
1931,HURA,141.22M,"TuHURA Biosciences, Inc.",-,-
1932,DIBS,140.94M,"1stdibs.Com, Inc.",Internet Retail,Consumer Discretionary
1933,VOXR,140.60M,Vox Royalty Corp.,Other Precious Metals & Mining,Materials
1934,SEER,140.34M,"Seer, Inc.",Biotechnology,Healthcare
1935,NEON,139.97M,Neonode Inc.,Electronic Components,Technology
1936,TOYO,139.71M,"TOYO Co., Ltd.",Solar,Technology
1937,NIU,139.68M,Niu Technologies,Auto Manufacturers,Consumer Discretionary
1938,CHRS,139.41M,"Coherus BioSciences, Inc.",Biotechnology,Healthcare
1939,VXRT,139.24M,"Vaxart, Inc.",Biotechnology,Healthcare
1940,SBFG,139.09M,"SB Financial Group, Inc.",Banks - Regional,Financials
1941,MPAA,138.76M,"Motorcar Parts of America, Inc.",Auto Parts,Consumer Discretionary
1942,GEOS,137.77M,Geospace Technologies Corporation,Oil & Gas Equipment & Services,Energy
1943,AFBI,137.55M,"Affinity Bancshares, Inc.",Banks - Regional,Financials
1944,CBUS,137.49M,"Cibus, Inc.",Biotechnology,Healthcare
1945,CNTY,136.54M,"Century Casinos, Inc.",Resorts & Casinos,Consumer Discretionary
1946,EBMT,136.47M,"Eagle Bancorp Montana, Inc.",Banks - Regional,Financials
1947,SFBC,136.44M,"Sound Financial Bancorp, Inc.",Banks - Regional,Financials
1948,DLTH,135.94M,Duluth Holdings Inc.,Apparel Retail,Consumer Discretionary
1949,MNSB,135.68M,"MainStreet Bancshares, Inc.",Banks - Regional,Financials
1950,MAMO,135.33M,Massimo Group,Recreational Vehicles,Consumer Discretionary
1951,REE,135.13M,REE Automotive Ltd.,Auto Parts,Consumer Discretionary
1952,ECBK,135.03M,"ECB Bancorp, Inc.",Banks - Regional,Financials
1953,ISSC,134.92M,"Innovative Solutions and Support, Inc.",Aerospace & Defense,Industrials
1954,MRAM,134.91M,"Everspin Technologies, Inc.",Semiconductors,Technology
1955,BSET,134.39M,"Bassett Furniture Industries, Incorporated","Furnishings, Fixtures & Appliances",Consumer Discretionary
1956,TELO,132.95M,"Telomir Pharmaceuticals, Inc.",Biotechnology,Healthcare
1957,PDYN,132.80M,Palladyne AI Corp.,Software - Infrastructure,Technology
1958,FNWD,132.65M,Finward Bancorp,Banks - Regional,Financials
1959,DSY,131.86M,Big Tree Cloud Holdings Limited,Household & Personal Products,Consumer Staples
1960,CRDL,131.85M,Cardiol Therapeutics Inc.,Drug Manufacturers - Specialty & Generic,Healthcare
1961,CDTX,131.70M,"Cidara Therapeutics, Inc.",Biotechnology,Healthcare
1962,CAAS,131.31M,"China Automotive Systems, Inc.",Auto Parts,Consumer Discretionary
1963,CEP,131.20M,"Cantor Equity Partners, Inc.",Shell Companies,Financials
1964,LCUT,130.50M,"Lifetime Brands, Inc.","Furnishings, Fixtures & Appliances",Consumer Discretionary
1965,VGAS,130.12M,"Verde Clean Fuels, Inc.",Utilities - Renewable,Utilities
1966,LGO,129.71M,Largo Inc.,Other Industrial Metals & Mining,Materials
1967,RPTX,129.66M,Repare Therapeutics Inc.,Biotechnology,Healthcare
1968,EPSN,129.61M,Epsilon Energy Ltd.,Oil & Gas Exploration & Production,Energy
1969,GATE,128.91M,Marblegate Acquisition Corp.,Shell Companies,Financials
1970,NTIC,128.51M,Northern Technologies International Corporation,Specialty Chemicals,Materials
1971,ADVM,127.94M,"Adverum Biotechnologies, Inc.",Biotechnology,Healthcare
1972,NKLA,127.82M,Nikola Corporation,Farm & Heavy Construction Machinery,Industrials
1973,LARK,127.74M,"Landmark Bancorp, Inc.",Banks - Regional,Financials
1974,SATL,127.55M,Satellogic Inc.,Aerospace & Defense,Industrials
1975,OVBC,127.20M,Ohio Valley Banc Corp.,Banks - Regional,Financials
